t,v,u
0.0,0.0,0.0
0.05,0.10574223831654173,0.0
0.1,0.07611543058239462,0.0
0.15000000000000002,0.06470824128089374,0.0
0.2,0.06469197933046086,0.0
0.25,0.049767276296451536,0.0
0.3,0.04919932917250056,0.0
0.35,0.04699730781344694,0.0
0.39999999999999997,0.044635478603207566,0.0
0.44999999999999996,0.044017552985883654,0.0
0.49999999999999994,0.04280469355399921,0.0
0.5499999999999999,0.0418342343459579,0.0
0.6,0.04100451813031637,0.0
0.65,0.04013298919150603,0.0
0.7000000000000001,0.039290791290347425,0.0
0.7500000000000001,0.038476065095940974,0.0
0.8000000000000002,0.03768509028703586,0.0
0.8500000000000002,0.036931977899220036,0.0
0.9000000000000002,0.03622812150654158,0.0
0.9500000000000003,0.0355215405958936,0.0
1.0000000000000002,0.03481709159088363,0.0
1.0500000000000003,0.03415228601643901,0.0
1.1000000000000003,0.03350374138484477,0.0
1.1500000000000004,0.0328854169782158,0.0
1.2000000000000004,0.0323213515482887,0.0
1.2500000000000004,0.03175472620769543,0.0
1.3000000000000005,0.03117914467291818,0.0
1.3500000000000005,0.030616259239877534,0.0
1.4000000000000006,0.03005946256677121,0.0
1.4500000000000006,0.029524883948924344,0.0
1.5000000000000007,0.029071103372198936,0.0
1.5500000000000007,0.028635416920132776,0.0
1.6000000000000008,0.028243297713322103,0.0
1.6500000000000008,0.027823098859424543,0.0
1.7000000000000008,0.027374324639707116,0.0
1.7500000000000009,0.02693564453279418,0.0
1.800000000000001,0.02650405241021879,0.0
1.850000000000001,0.02608130770236327,0.0
1.900000000000001,0.025670847626927396,0.0
1.950000000000001,0.025324670868441576,0.0
2.000000000000001,0.024993656145848173,1.0
2.0500000000000007,0.02266802761982889,1.0
2.1000000000000005,0.07019392295005746,1.0
2.1500000000000004,0.11975933178889434,1.0
2.2,0.1694660290372405,1.0
2.25,0.20824559691235406,1.0
2.3,0.25983014966782036,1.0
2.3499999999999996,0.3030106890082722,1.0
2.3999999999999995,0.34347414574320234,1.0
2.4499999999999993,0.3962722626335301,1.0
2.499999999999999,0.4369918785265977,1.0
2.549999999999999,0.48121004555879754,1.0
2.5999999999999988,0.5311498278969227,1.0
2.6499999999999986,0.5700454062698513,1.0
2.6999999999999984,0.6174868589581364,1.0
2.7499999999999982,0.6629855088592334,1.0
2.799999999999998,0.7009695954358446,1.0
2.849999999999998,0.7551432405396208,1.0
2.8999999999999977,0.7962499133683197,1.0
2.9499999999999975,0.8332676198393743,1.0
2.9999999999999973,0.8843671399832573,1.0
3.049999999999997,0.9318345901770035,1.0
3.099999999999997,0.9754387888445051,1.0
3.149999999999997,1.0197276798830672,1.0
3.1999999999999966,1.056840034885989,1.0
3.2499999999999964,1.1040712646286914,1.0
3.2999999999999963,1.1537011816975022,1.0
3.349999999999996,1.1949411758649735,1.0
3.399999999999996,1.2359436201515184,1.0
3.4499999999999957,1.286486285691621,1.0
3.4999999999999956,1.330312671056026,1.0
3.5499999999999954,1.3678845621942743,1.0
3.599999999999995,1.4150701857891541,1.0
3.649999999999995,1.4646532447644738,1.0
3.699999999999995,1.5037452713018031,1.0
3.7499999999999947,1.5453768688089278,1.0
3.7999999999999945,1.596067354156534,1.0
3.8499999999999943,1.6399832131259053,1.0
3.899999999999994,1.674925767641228,1.0
3.949999999999994,1.7256376373240907,1.0
3.999999999999994,1.7736139303455607,1.0
4.049999999999994,1.810998336693455,0.0
4.099999999999993,1.859099741220882,0.0
4.149999999999993,1.8481113316420572,0.0
4.199999999999993,1.8377960552956645,0.0
4.249999999999993,1.840052506668387,0.0
4.299999999999993,1.831204204663937,0.0
4.3499999999999925,1.8244650892023655,0.0
4.399999999999992,1.8205466810320652,0.0
4.449999999999992,1.8140417799508357,0.0
4.499999999999992,1.808261310799647,0.0
4.549999999999992,1.8028257044369527,0.0
4.599999999999992,1.7967514542105425,0.0
4.6499999999999915,1.7908582848186363,0.0
4.699999999999991,1.7852658059935986,0.0
4.749999999999991,1.7794682422502268,0.0
4.799999999999991,1.7736493664493158,0.0
4.849999999999991,1.7680085172161513,0.0
4.899999999999991,1.7621519089850572,0.0
