t,v,u
0.0,0.0,0.0
0.05,0.10484097743182823,1.0
0.1,0.09184512196121423,1.0
0.15000000000000002,0.07196115894526871,0.9980154527586106
0.2,0.1295476328216137,0.9028868938506871
0.25,0.17002539709452144,0.8772713394623652
0.3,0.20923279418880703,0.8176947814081811
0.35,0.24391792567360077,0.791428865231603
0.39999999999999997,0.2775630507213186,0.7470147860126661
0.44999999999999996,0.3176836500300685,0.6898456777441612
0.49999999999999994,0.3547949384473851,0.6436125115662198
0.5499999999999999,0.3869572271970508,0.6051893588024585
0.6,0.4155290302567535,0.5734679207681465
0.65,0.44136050861704923,0.5459338488712776
0.7000000000000001,0.4653179539530129,0.521082927633125
0.7500000000000001,0.48780874961384746,0.49821970810910965
0.8000000000000002,0.5089702552161315,0.47724361445944147
0.8500000000000002,0.5290071432573016,0.4575866939722589
0.9000000000000002,0.5479736256172825,0.4394194917218666
0.9500000000000003,0.5658704398706549,0.422702861853876
1.0000000000000002,0.5829350300438796,0.406768748220192
1.0500000000000003,0.5993167507280088,0.3914898647320013
1.1000000000000003,0.6146356716916794,0.37819443677136677
1.1500000000000004,0.6293930773609773,0.36468061512329003
1.2000000000000004,0.6435331400024611,0.3522989340434135
1.2500000000000004,0.6567327395172385,0.34136709715276664
1.3000000000000005,0.6696510459304909,0.3297478522858293
1.3500000000000005,0.6817913263912923,0.32011055742525385
1.4000000000000006,0.6934391894441752,0.3101686646956031
1.4500000000000006,0.7045842021157154,0.30128030191368677
1.5000000000000007,0.7153389545063713,0.2922748436425605
1.5500000000000007,0.7254712637985447,0.28463237348030734
1.6000000000000008,0.7352347466427985,0.2767631719954687
1.6500000000000008,0.7447096102509491,0.2692943242862802
1.7000000000000008,0.7536075108523543,0.2627785122188362
1.7500000000000009,0.7623170683699292,0.25578060954613024
1.800000000000001,0.7705469128961187,0.2499807395024924
1.850000000000001,0.7786013666095897,0.2435133736735203
1.900000000000001,0.7861795862831623,0.23840134509854816
1.950000000000001,0.7936246042275532,0.2324410977477086
2.000000000000001,0.8006791578197283,0.22769743378435442
2.0500000000000007,0.8074282049280583,0.2227686827441057
2.1000000000000005,0.8140759331517815,0.21783398351527056
2.1500000000000004,0.820240856330172,0.2139538438740643
2.2,0.8264009061543027,0.2091189222322944
2.25,0.8324213277017527,0.2047834291519757
2.3,0.8378525251097289,0.2016184602167817
2.3499999999999996,0.8432342121953598,0.1976972573313771
2.3999999999999995,0.8486919192838323,0.19352855323153248
2.4499999999999993,0.8537303846355765,0.19037035638946648
2.499999999999999,0.8584404782769763,0.18743108126099253
2.549999999999999,0.8632202372616784,0.1838632907876572
2.5999999999999988,0.8678328000627015,0.1807705590699226
2.6499999999999986,0.8722721289051745,0.1776227255547715
2.6999999999999984,0.8763780813850706,0.17530235692069954
2.7499999999999982,0.8803402779100702,0.17274161209777644
2.799999999999998,0.884341352358904,0.16991384127123524
2.849999999999998,0.8881398029967407,0.16754064004063132
2.8999999999999977,0.8917975760972132,0.16510968354532884
2.9499999999999975,0.8953985938221305,0.16264214332885965
2.9999999999999973,0.898852735478048,0.16038620210834578
3.049999999999997,0.9022188102377244,0.1580516134458992
3.099999999999997,0.9054273274899199,0.1560281667485671
3.149999999999997,0.9085436557498862,0.1539056872548836
3.1999999999999966,0.9115695609646628,0.15190871033453868
3.2499999999999964,0.914448910154855,0.1500912226022308
3.2999999999999963,0.9172530176161149,0.1482248618666658
3.349999999999996,0.9199898210156519,0.14639554037030791
3.399999999999996,0.9227170334904723,0.14435967847847828
3.4499999999999957,0.9253601604337214,0.14248798496817583
3.4999999999999956,0.9278545915781933,0.14081048774689128
3.5499999999999954,0.9301975964495384,0.13936470946823334
3.599999999999995,0.9325134188309733,0.13772916815037425
3.649999999999995,0.9347715800117097,0.13620618536228554
3.699999999999995,0.9368896612721987,0.13490241732144376
3.7499999999999947,0.9389830825436021,0.13342297232984285
3.7999999999999945,0.9410189728018932,0.13206589323869578
3.8499999999999943,0.9429122819957076,0.13095049146665128
3.899999999999994,0.9448178400764248,0.12954446470596487
3.949999999999994,0.9466445879697909,0.12840132492092554
3.999999999999994,0.9484170142184145,0.1271487409734608
4.049999999999994,0.9501190594916049,0.12606471619162146
4.099999999999993,0.9517123673292236,0.12511816422946798
4.149999999999993,0.9533221672787555,0.12394174524117973
4.199999999999993,0.9548349127432645,0.12307584102243932
4.249999999999993,0.9562656553441021,0.12220106344014753
4.299999999999993,0.9576972103244614,0.12124087758068104
4.3499999999999925,0.9590920291395157,0.12032484704537667
4.399999999999992,0.9603991908393922,0.11956440186945969
4.449999999999992,0.9616849621128419,0.11870403210454177
4.499999999999992,0.9629354029530659,0.11791707104163811
4.549999999999992,0.9640782790178866,0.11734614485536178
4.599999999999992,0.9652417282866899,0.11652333951676536
4.6499999999999915,0.9663598374573277,0.11589144311144783
4.699999999999991,0.9673866791874637,0.11536534816992977
4.749999999999991,0.9684376059334854,0.11464661988560268
4.799999999999991,0.9694770764718001,0.1139775720633554
4.849999999999991,0.9704437693006236,0.1134305240615886
4.899999999999991,0.9714020517558999,0.11278473381843918
4.94999999999999,0.9723599664811144,0.1121185070646474
4.99999999999999,0.9732372247030407,0.11164594122028428
5.04999999999999,0.9740631225909127,0.11118507752912099
5.09999999999999,0.9748900930805164,0.1106644964037851
5.14999999999999,0.9756595767647784,0.11029623393580452
5.1999999999999895,0.9764014228683413,0.10988436637427564
